,,conversion,click,cvr,click percentage of total data
1554,731421418,0,168,0.0,0.13511883218723608
79,132411241,0,165,0.0,0.1327059958981783
743,408868476,4,160,0.025,0.128684602083082
1140,553924386,0,159,0.0,0.12788032332006274
22,114117664,5,159,0.031446540880503145,0.12788032332006274
526,320406288,45,159,0.2830188679245283,0.12788032332006274
343,246456284,0,159,0.0,0.12788032332006274
1916,891261015,2,156,0.01282051282051282,0.12546748703100494
1402,660313798,0,150,0.0,0.12064181445288938
914,458206593,0,149,0.0,0.11983753568987011
1543,726168138,15,148,0.10135135135135136,0.11903325692685085
2020,967655504,11,147,0.07482993197278912,0.11822897816383159
837,438392166,7,146,0.04794520547945205,0.11742469940081234
1785,836959965,1,145,0.006896551724137931,0.11662042063779307
187,175784545,5,144,0.034722222222222224,0.11581614187477379
1622,761841551,4,143,0.027972027972027972,0.11501186311175453
122,151906236,2,142,0.014084507042253521,0.11420758434873526
28,116322353,0,141,0.0,0.113403305585716
1329,634463117,0,140,0.0,0.11259902682269675
909,456353363,2,139,0.014388489208633094,0.11179474805967748
245,206078269,5,137,0.0364963503649635,0.11018619053363896
374,256630909,0,136,0.0,0.1093819117706197
1728,814372737,0,135,0.0,0.10857763300760044
1121,546179350,10,133,0.07518796992481203,0.10696907548156191
1905,887146388,12,132,0.09090909090909091,0.10616479671854266
94,140651237,9,131,0.06870229007633588,0.10536051795552337
1547,727833995,4,129,0.031007751937984496,0.10375196042948485
1413,664337743,15,127,0.11811023622047244,0.10214340290344633
255,212558663,0,124,0.0,0.09973056661438855
537,323873911,5,124,0.04032258064516129,0.09973056661438855
1488,702637637,1,122,0.00819672131147541,0.09812200908835003
284,225715563,0,122,0.0,0.09812200908835003
617,354835382,0,122,0.0,0.09812200908835003
1495,707231175,0,121,0.0,0.09731773032533077
1740,817738859,0,115,0.0,0.0924920577472152
1485,699758513,0,115,0.0,0.0924920577472152
482,299867653,0,114,0.0,0.09168777898419593
1393,656933414,4,113,0.035398230088495575,0.09088350022117665
995,486686555,32,112,0.2857142857142857,0.09007922145815739
1346,640084174,5,112,0.044642857142857144,0.09007922145815739
1451,679684627,0,111,0.0,0.08927494269513814
1319,631726107,0,110,0.0,0.08847066393211887
473,289750278,0,109,0.0,0.08766638516909961
184,175359593,1,107,0.009345794392523364,0.08605782764306108
1187,567993220,0,107,0.0,0.08605782764306108
1915,891113798,5,106,0.04716981132075472,0.08525354888004182
1000,487891485,0,105,0.0,0.08444927011702255
597,344423041,9,105,0.08571428571428572,0.08444927011702255
823,434638254,0,103,0.0,0.08284071259098404
415,271551736,1,103,0.009708737864077669,0.08284071259098404
1928,904345571,8,102,0.0784313725490196,0.08203643382796477
1745,819196471,4,101,0.039603960396039604,0.08123215506494551
480,296441664,7,100,0.07,0.08042787630192624
401,265052016,0,98,0.0,0.07881931877588771
904,456144186,16,98,0.16326530612244897,0.07881931877588771
375,257202457,19,98,0.19387755102040816,0.07881931877588771
899,455214361,27,97,0.27835051546391754,0.07801504001286846
440,277656236,1,97,0.010309278350515464,0.07801504001286846
1254,609280160,10,97,0.10309278350515463,0.07801504001286846
1927,904158425,46,96,0.4791666666666667,0.0772107612498492
950,473368523,37,96,0.3854166666666667,0.0772107612498492
405,266528639,7,95,0.07368421052631578,0.07640648248682994
232,195151571,0,95,0.0,0.07640648248682994
1802,843901655,0,92,0.0,0.07399364619777214
1557,732374110,0,91,0.0,0.07318936743475288
661,371188801,3,90,0.03333333333333333,0.07238508867173363
574,335454875,0,90,0.0,0.07238508867173363
1665,781664444,0,89,0.0,0.07158080990871436
1234,589463645,2,89,0.02247191011235955,0.07158080990871436
1064,526155734,1,88,0.011363636363636364,0.0707765311456951
801,426677257,2,88,0.022727272727272728,0.0707765311456951
908,456351850,6,87,0.06896551724137931,0.06997225238267583
1285,621154277,0,85,0.0,0.0683636948566373
1732,815966714,1,84,0.011904761904761904,0.06755941609361804
220,188185380,1,83,0.012048192771084338,0.06675513733059879
1011,495291775,37,83,0.4457831325301205,0.06675513733059879
1465,686751334,1,82,0.012195121951219513,0.06595085856757953
742,408704782,2,82,0.024390243902439025,0.06595085856757953
18,111336846,0,81,0.0,0.06514657980456026
1718,812082014,1,81,0.012345679012345678,0.06514657980456026
1149,555695954,3,80,0.0375,0.064342301041541
80,132744531,0,80,0.0,0.064342301041541
257,213113229,0,79,0.0,0.06353802227852173
1610,755443816,0,79,0.0,0.06353802227852173
1527,722817312,10,78,0.1282051282051282,0.06273374351550247
816,432429835,0,77,0.0,0.06192946475248321
331,243267816,1,76,0.013157894736842105,0.06112518598946395
1058,524286452,0,75,0.0,0.06032090722644469
1942,917859588,4,75,0.05333333333333334,0.06032090722644469
1646,774578787,1,74,0.013513513513513514,0.059516628463425425
761,415465697,0,73,0.0,0.05871234970040617
