,,conversion,click,cvr,click percentage of total data
327,146250,0,5,0.0,0.004021393815096312
207,136076,0,5,0.0,0.004021393815096312
109,128854,0,5,0.0,0.004021393815096312
279,136787,0,5,0.0,0.004021393815096312
593,147742,0,5,0.0,0.004021393815096312
567,147685,0,5,0.0,0.004021393815096312
312,146217,0,5,0.0,0.004021393815096312
556,147656,0,5,0.0,0.004021393815096312
568,147686,0,5,0.0,0.004021393815096312
570,147692,0,5,0.0,0.004021393815096312
445,147330,0,5,0.0,0.004021393815096312
584,147727,0,5,0.0,0.004021393815096312
574,147700,0,5,0.0,0.004021393815096312
41,96413,0,5,0.0,0.004021393815096312
118,129042,1,4,0.25,0.0032171150520770497
188,135817,0,4,0.0,0.0032171150520770497
187,135816,0,4,0.0,0.0032171150520770497
203,136013,0,4,0.0,0.0032171150520770497
538,147612,0,4,0.0,0.0032171150520770497
265,136764,0,4,0.0,0.0032171150520770497
182,135721,0,4,0.0,0.0032171150520770497
560,147665,0,4,0.0,0.0032171150520770497
269,136773,1,4,0.25,0.0032171150520770497
547,147641,0,4,0.0,0.0032171150520770497
272,136778,0,4,0.0,0.0032171150520770497
244,136738,0,4,0.0,0.0032171150520770497
573,147695,0,4,0.0,0.0032171150520770497
254,136748,0,4,0.0,0.0032171150520770497
582,147724,0,4,0.0,0.0032171150520770497
139,129078,0,4,0.0,0.0032171150520770497
566,147684,0,4,0.0,0.0032171150520770497
558,147659,0,4,0.0,0.0032171150520770497
190,135824,0,4,0.0,0.0032171150520770497
769,150962,0,4,0.0,0.0032171150520770497
415,146775,0,4,0.0,0.0032171150520770497
512,147491,0,4,0.0,0.0032171150520770497
106,128702,0,4,0.0,0.0032171150520770497
348,146588,0,4,0.0,0.0032171150520770497
377,146660,0,4,0.0,0.0032171150520770497
774,150975,1,4,0.25,0.0032171150520770497
435,146955,1,4,0.25,0.0032171150520770497
286,136797,0,4,0.0,0.0032171150520770497
358,146613,0,4,0.0,0.0032171150520770497
311,146212,0,4,0.0,0.0032171150520770497
77,128665,0,4,0.0,0.0032171150520770497
448,147338,0,4,0.0,0.0032171150520770497
451,147344,0,4,0.0,0.0032171150520770497
366,146632,0,4,0.0,0.0032171150520770497
394,146721,0,4,0.0,0.0032171150520770497
382,146667,0,4,0.0,0.0032171150520770497
494,147449,0,4,0.0,0.0032171150520770497
500,147456,0,4,0.0,0.0032171150520770497
321,146238,0,4,0.0,0.0032171150520770497
337,146297,0,4,0.0,0.0032171150520770497
27,89266,0,4,0.0,0.0032171150520770497
508,147467,0,4,0.0,0.0032171150520770497
409,146752,0,4,0.0,0.0032171150520770497
503,147460,0,4,0.0,0.0032171150520770497
499,147455,0,4,0.0,0.0032171150520770497
425,146936,1,3,0.3333333333333333,0.0024128362890577875
47,96419,0,3,0.0,0.0024128362890577875
412,146758,0,3,0.0,0.0024128362890577875
175,135711,0,3,0.0,0.0024128362890577875
270,136774,0,3,0.0,0.0024128362890577875
617,149591,0,3,0.0,0.0024128362890577875
771,150966,0,3,0.0,0.0024128362890577875
246,136740,0,3,0.0,0.0024128362890577875
315,146222,0,3,0.0,0.0024128362890577875
575,147708,0,3,0.0,0.0024128362890577875
436,146956,0,3,0.0,0.0024128362890577875
618,149592,0,3,0.0,0.0024128362890577875
453,147350,0,3,0.0,0.0024128362890577875
259,136755,0,3,0.0,0.0024128362890577875
375,146654,0,3,0.0,0.0024128362890577875
37,89276,0,3,0.0,0.0024128362890577875
242,136736,0,3,0.0,0.0024128362890577875
427,146940,0,3,0.0,0.0024128362890577875
426,146937,0,3,0.0,0.0024128362890577875
587,147730,0,3,0.0,0.0024128362890577875
380,146664,0,3,0.0,0.0024128362890577875
633,149610,0,3,0.0,0.0024128362890577875
278,136786,0,3,0.0,0.0024128362890577875
399,146729,0,3,0.0,0.0024128362890577875
615,149589,0,3,0.0,0.0024128362890577875
536,147609,0,3,0.0,0.0024128362890577875
483,147430,0,3,0.0,0.0024128362890577875
543,147629,0,3,0.0,0.0024128362890577875
291,137600,0,3,0.0,0.0024128362890577875
339,146299,0,3,0.0,0.0024128362890577875
546,147640,0,3,0.0,0.0024128362890577875
295,138106,1,3,0.3333333333333333,0.0024128362890577875
533,147598,0,3,0.0,0.0024128362890577875
297,138108,1,3,0.3333333333333333,0.0024128362890577875
356,146611,0,3,0.0,0.0024128362890577875
539,147615,0,3,0.0,0.0024128362890577875
738,150218,2,3,0.6666666666666666,0.0024128362890577875
776,150977,2,3,0.6666666666666666,0.0024128362890577875
