,,conversion,click,cvr,click percentage of total data
436,cerfnet,0,47,0.0,0.037801101861905335
812,eatel,9,47,0.19148936170212766,0.037801101861905335
1098,"hargray,communications,group,inc.",4,47,0.0851063829787234,0.037801101861905335
1258,"internap,network,services,corporation",0,45,0.0,0.036192544335866814
616,"connecticut,education,network",6,45,0.13333333333333333,0.036192544335866814
1076,"guadalupe,valley,telephone,cooperative,inc.",3,44,0.06818181818181818,0.03538826557284755
2877,"west,virginia,network,for,educational,telecomputing",1,44,0.022727272727272728,0.03538826557284755
1788,"northland,cable,television,inc.",4,43,0.09302325581395349,0.034583986809828285
2757,"utah,education,network",2,43,0.046511627906976744,0.034583986809828285
1169,"hotwire,fision",5,42,0.11904761904761904,0.03377970804680902
2369,"summit,broadband",3,41,0.07317073170731707,0.03297542928378976
2334,"state,of,maryland",1,41,0.024390243902439025,0.03297542928378976
1462,"m247,ltd",1,40,0.025,0.0321711505207705
2855,"web2objects,llc",1,40,0.025,0.0321711505207705
2685,"university,of,missouri,,,dba,the,missouri,research,and,education,network",4,39,0.10256410256410256,0.031366871757751234
532,"clarity,telecom,llc",4,39,0.10256410256410256,0.031366871757751234
2266,"southern,light,llc",5,37,0.13513513513513514,0.029758314231712713
588,"comcast,ip,services,l.l.c.",3,37,0.08108108108108109,0.029758314231712713
904,"farmers,telephone,cooperative,inc.",2,36,0.05555555555555555,0.028954035468693448
2323,"state,of,arkansas,department,of,informationsystems",4,36,0.1111111111111111,0.028954035468693448
1723,"new,york,city,board,of,education",2,36,0.05555555555555555,0.028954035468693448
1912,"paul,bunyan,communications",3,36,0.08333333333333333,0.028954035468693448
324,broadstripe,0,34,0.0,0.027345477942654926
1514,mcnc,2,34,0.058823529411764705,0.027345477942654926
162,"asia,pacific,network,information,centre",2,34,0.058823529411764705,0.027345477942654926
1267,"iowa,communications,network",1,33,0.030303030303030304,0.026541199179635665
413,"cbeyond,communications,llc",0,33,0.0,0.026541199179635665
2240,"sonic.net,inc.",2,33,0.06060606060606061,0.026541199179635665
1168,"hotwire,communications",1,32,0.03125,0.025736920416616398
1251,"inteliquent,inc.",0,32,0.0,0.025736920416616398
1409,"lightower,fiber,networks,i,llc",0,32,0.0,0.025736920416616398
1360,"kvchosting.com,llc",1,31,0.03225806451612903,0.024932641653597137
1600,"missouri,network,alliance,llc",5,31,0.16129032258064516,0.024932641653597137
0,",",0,31,0.0,0.024932641653597137
1290,"james,cable,llc",2,31,0.06451612903225806,0.024932641653597137
1730,"new,york,state",0,31,0.0,0.024932641653597137
1218,"indiana,department,of,education",9,31,0.2903225806451613,0.024932641653597137
1186,hunttel,2,30,0.06666666666666667,0.024128362890577872
1864,"opera,software,as",0,30,0.0,0.024128362890577872
2967,"zito,media,l.p.",6,29,0.20689655172413793,0.02332408412755861
234,"bci,mississippi,broadband,llc",1,29,0.034482758620689655,0.02332408412755861
1426,"lockheed,martin,corporation",0,29,0.0,0.02332408412755861
2621,"united,states,department,of,justice",0,29,0.0,0.02332408412755861
65,"alaska,communications,systems,group,inc.",3,29,0.10344827586206896,0.02332408412755861
2327,"state,of,delaware",2,28,0.07142857142857142,0.022519805364539347
773,"dqe,communications,network,services,llc",6,28,0.21428571428571427,0.022519805364539347
321,"bristol,tennessee,essential,services",4,28,0.14285714285714285,0.022519805364539347
1431,logix,2,27,0.07407407407407407,0.02171552660152009
971,"ford,motor,company",0,27,0.0,0.02171552660152009
1834,"ohio,public,library,information,network,oplin",1,27,0.037037037037037035,0.02171552660152009
1219,"indiana,fiber,network,llc",3,26,0.11538461538461539,0.020911247838500825
2628,"unitedhealth,group,incorporated",1,26,0.038461538461538464,0.020911247838500825
2248,"south,central,rural,telecommunications,cooperative,inc.",3,25,0.12,0.02010696907548156
2322,"state,of,arkansas",0,25,0.0,0.02010696907548156
1187,"hurricane,electric,inc.",0,25,0.0,0.02010696907548156
2587,"twin,lakes,telephone,cooperative,corporation",0,25,0.0,0.02010696907548156
587,"comcast,cable,communications,llc",0,25,0.0,0.02010696907548156
1812,"ntt,america,inc.",1,25,0.04,0.02010696907548156
928,"fibertech,networks,llc",0,25,0.0,0.02010696907548156
1452,"ls,networks",0,25,0.0,0.02010696907548156
584,"com,net,inc.",0,24,0.0,0.0193026903124623
2335,"state,of,minnesota",0,24,0.0,0.0193026903124623
1152,"home,telephone,company,inc.",2,24,0.08333333333333333,0.0193026903124623
88,"allo,communications,llc",0,24,0.0,0.0193026903124623
1640,"mta,solutions",1,24,0.041666666666666664,0.0193026903124623
1954,"pioneer,long,distance,inc.",2,24,0.08333333333333333,0.0193026903124623
131,"antietam,broadband",1,23,0.043478260869565216,0.018498411549443036
2420,"tech,valley,communications",0,23,0.0,0.018498411549443036
839,"ellijay,telephone,company",0,23,0.0,0.018498411549443036
2833,"washington,school,information,processing,cooperative",0,23,0.0,0.018498411549443036
1625,"morris,broadband,llc",1,23,0.043478260869565216,0.018498411549443036
1701,"network,nebraska",5,23,0.21739130434782608,0.018498411549443036
2397,"symantec,corporation",0,23,0.0,0.018498411549443036
159,"arvig,enterprises,inc.",2,23,0.08695652173913043,0.018498411549443036
448,"charter,communications,inc",3,22,0.13636363636363635,0.017694132786423775
2318,"state,farm,mutual,automobile,insurance,company",0,22,0.0,0.017694132786423775
1582,"mikrotec,internet,services",2,22,0.09090909090909091,0.017694132786423775
2077,"ritter,communications,inc.",1,22,0.045454545454545456,0.017694132786423775
536,"clarksville,department,of,electricity",1,22,0.045454545454545456,0.017694132786423775
2013,"quadranet,enterprises,llc",0,22,0.0,0.017694132786423775
1772,"north,state,telephone,co.",0,22,0.0,0.017694132786423775
1410,"lightower,fiber,networks,light,141",0,22,0.0,0.017694132786423775
52,agrihold,0,21,0.0,0.01688985402340451
1752,"nobis,technology,group,llc",0,21,0.0,0.01688985402340451
1417,"linode,llc",1,21,0.047619047619047616,0.01688985402340451
1677,"ne,colorado,cellular,inc",4,21,0.19047619047619047,0.01688985402340451
1458,"lus,fiber",1,20,0.05,0.01608557526038525
1429,"logicweb,inc.",2,20,0.1,0.01608557526038525
1942,phonoscope,0,20,0.0,0.01608557526038525
1810,"nts,communications",4,20,0.2,0.01608557526038525
2105,"rural,telephone,service,company,inc.",0,19,0.0,0.015281296497365987
1768,"north,dakota,telephone,co.",4,19,0.21052631578947367,0.015281296497365987
981,"fpl,fibernet,llc",2,19,0.10526315789473684,0.015281296497365987
733,"denver,public,schools",0,19,0.0,0.015281296497365987
2384,"surewest,kansas,operations,llc",1,19,0.05263157894736842,0.015281296497365987
2299,"srt,communications,inc.",2,19,0.10526315789473684,0.015281296497365987
1746,"nextlink,broadband",0,19,0.0,0.015281296497365987
2466,"the,boeing,company",0,19,0.0,0.015281296497365987
1164,"hosting,services,inc.",0,19,0.0,0.015281296497365987
28,"adams,networks,inc.",0,19,0.0,0.015281296497365987
1917,"peak,10,inc.",0,19,0.0,0.015281296497365987
1770,"north,georgia,network,cooperative,inc.",1,18,0.05555555555555555,0.014477017734346724
1765,"north,central,communications",0,18,0.0,0.014477017734346724
2337,"state,of,nc,,,state,telecommunications,services",0,18,0.0,0.014477017734346724
2401,"syringa,networks,llc",3,18,0.16666666666666666,0.014477017734346724
1884,"oxford,networks",0,18,0.0,0.014477017734346724
520,"city,of,thomasville,utilities",1,18,0.05555555555555555,0.014477017734346724
1961,"plateau,telecommunications,incorporated",0,18,0.0,0.014477017734346724
2252,"south,dakota,state,government",1,18,0.05555555555555555,0.014477017734346724
541,"clearwave,communications",0,17,0.0,0.013672738971327463
1439,"longwood,medical,and,academic,area,lma",0,17,0.0,0.013672738971327463
1814,nuvera,0,17,0.0,0.013672738971327463
1913,"pavlov,media,inc",0,17,0.0,0.013672738971327463
1386,"leaseweb,usa,inc.",0,17,0.0,0.013672738971327463
1309,"kaiser,foundation,health,plan",0,17,0.0,0.013672738971327463
1636,mountainet,2,17,0.11764705882352941,0.013672738971327463
1642,"mtco,communications",2,17,0.11764705882352941,0.013672738971327463
1568,"microsoft,corp",0,17,0.0,0.013672738971327463
2870,"west,central,wireless",3,17,0.17647058823529413,0.013672738971327463
2842,"watch,communications",1,17,0.058823529411764705,0.013672738971327463
262,"bigleaf,networks,inc.",1,17,0.058823529411764705,0.013672738971327463
2945,"xtel,communications",0,17,0.0,0.013672738971327463
668,"craw,kan,telephone,cooperative,inc.",4,17,0.23529411764705882,0.013672738971327463
791,"eagle,communications,inc.",1,17,0.058823529411764705,0.013672738971327463
281,"blue,stream",0,17,0.0,0.013672738971327463
2168,"sdn,communications,inc.",2,17,0.11764705882352941,0.013672738971327463
2807,virtuzo,2,17,0.11764705882352941,0.013672738971327463
1043,"golden,west,telecommunications,coop.,inc.",0,17,0.0,0.013672738971327463
2624,"united,technologies,research,center",0,17,0.0,0.013672738971327463
213,bandcon,0,17,0.0,0.013672738971327463
1450,"lowe,s,companies,inc.",1,17,0.058823529411764705,0.013672738971327463
1849,"onavo,mobile,ltd",2,17,0.11764705882352941,0.013672738971327463
2204,"shrewsbury,electric,and,cable,operations",2,17,0.11764705882352941,0.013672738971327463
270,"blackfoot,telephone,cooperative,inc.",0,16,0.0,0.012868460208308199
807,"eastex,telephone,cooperative,inc.",0,16,0.0,0.012868460208308199
1132,"hewlett,packard,company",1,16,0.0625,0.012868460208308199
2543,ties,0,16,0.0,0.012868460208308199
1144,"hilton,worldwide,holdings,inc",0,16,0.0,0.012868460208308199
1014,"general,motors,corporation",0,16,0.0,0.012868460208308199
331,"broward,county,public,schools",0,16,0.0,0.012868460208308199
1240,"inline,connections",1,16,0.0625,0.012868460208308199
2314,"stark,portage,area,computer,consortium",2,16,0.125,0.012868460208308199
2274,"southwest,ohio,computer,association",0,16,0.0,0.012868460208308199
2512,"the,pennsylvania,state,university",0,16,0.0,0.012868460208308199
2623,"united,states,postal,service.",1,16,0.0625,0.012868460208308199
1443,"los,angeles,unified,school,district",0,16,0.0,0.012868460208308199
2615,"unite,private,networks,llc.",1,16,0.0625,0.012868460208308199
958,"florida,department,of,management,services,,,division,of,telecommunications",1,16,0.0625,0.012868460208308199
885,"ets,telephone,company,inc.",0,15,0.0,0.012064181445288936
2676,"university,of,maryland,at,baltimore",0,15,0.0,0.012064181445288936
2341,"state,of,north,dakota,itd",1,15,0.06666666666666667,0.012064181445288936
1840,"oklahoma,state,regents,for,higher,education",0,15,0.0,0.012064181445288936
2317,"starvision,inc.",1,15,0.06666666666666667,0.012064181445288936
2451,"texas,department,of,information,resources",2,15,0.13333333333333333,0.012064181445288936
2352,"state,university,of,new,york,at,stony,brook",0,15,0.0,0.012064181445288936
2071,"rhode,island,network,for,educ.,technology",0,15,0.0,0.012064181445288936
779,"dtc,communications,inc.",1,15,0.06666666666666667,0.012064181445288936
1709,"new,continuum,holdings,corporation",0,15,0.0,0.012064181445288936
2229,"smithville,digital,llc",2,15,0.13333333333333333,0.012064181445288936
2802,"virginia,information,technologies,agency",0,15,0.0,0.012064181445288936
625,"consolidated,telephone,co",1,14,0.07142857142857142,0.011259902682269674
2835,"washington,state,k,20,telecommunications,network",1,14,0.07142857142857142,0.011259902682269674
405,"cascade,access,llc",0,14,0.0,0.011259902682269674
1142,"hill,country,telephone,cooperative,inc.",0,14,0.0,0.011259902682269674
1471,"maine,librariesdept.,of,education",0,14,0.0,0.011259902682269674
1724,"new,york,city,health,hospitals,corporation",0,14,0.0,0.011259902682269674
2476,"the,city,of,new,york",0,14,0.0,0.011259902682269674
2342,"state,of,oregon",2,14,0.14285714285714285,0.011259902682269674
1217,"indian,health,service",0,14,0.0,0.011259902682269674
2672,"university,of,kentucky",0,14,0.0,0.011259902682269674
2780,"velocloud,networks,inc.",0,14,0.0,0.011259902682269674
2000,"providence,health,services",0,14,0.0,0.011259902682269674
697,"dallas,independent,school,district",1,14,0.07142857142857142,0.011259902682269674
2042,"raytheon,company",0,14,0.0,0.011259902682269674
1823,oarnet,2,14,0.14285714285714285,0.011259902682269674
2619,"united,parcel,service",0,13,0.0,0.010455623919250413
749,"digital,energy,technologies,chile,spa",0,13,0.0,0.010455623919250413
847,"emery,telcom",0,13,0.0,0.010455623919250413
673,"cs,technologies",0,13,0.0,0.010455623919250413
1184,huntel.net,1,13,0.07692307692307693,0.010455623919250413
343,"bug,tussel,wireless",0,13,0.0,0.010455623919250413
1506,"mcafee,inc.",0,13,0.0,0.010455623919250413
1561,"micfo,llc.",1,13,0.07692307692307693,0.010455623919250413
1634,"mountain,telephone",2,13,0.15384615384615385,0.010455623919250413
2753,"usda,office,of,operations",1,13,0.07692307692307693,0.010455623919250413
2550,"total,server,solutions,l.l.c.",0,13,0.0,0.010455623919250413
934,"finger,lakes,technologies,group,inc.",0,13,0.0,0.010455623919250413
468,"cinergy,communications",0,13,0.0,0.010455623919250413
1586,"millington,telephone,company,inc.",0,13,0.0,0.010455623919250413
307,"brandenburg,telephone,company",1,13,0.07692307692307693,0.010455623919250413
1597,"mississippi,department,of,information,technology,services,its",1,13,0.07692307692307693,0.010455623919250413
1436,"long,lines,internet",0,13,0.0,0.010455623919250413
1572,"mid,rivers,telephone,cooperative",0,13,0.0,0.010455623919250413
2669,"university,of,iowa",1,13,0.07692307692307693,0.010455623919250413
70,"albuquerque,public,schools",1,13,0.07692307692307693,0.010455623919250413
86,"allied,telecom,group,llc",0,13,0.0,0.010455623919250413
135,"apogee,telecom,inc.",3,13,0.23076923076923078,0.010455623919250413
183,"att,data,communications,services",0,13,0.0,0.010455623919250413
442,"chariton,valley,telephone,corporation",0,12,0.0,0.00965134515623115
1070,greenlight,0,12,0.0,0.00965134515623115
319,"brightnet,oklahoma",0,12,0.0,0.00965134515623115
1065,"great,plains,communications,inc",1,12,0.08333333333333333,0.00965134515623115
764,"dobson,technologies,,,transport,and,telecom,solutions,llc",0,12,0.0,0.00965134515623115
518,"city,of,tacoma",0,12,0.0,0.00965134515623115
138,"appnexus,inc",0,12,0.0,0.00965134515623115
344,"bulloch,county,rural,telephone,cooperative,inc.",4,12,0.3333333333333333,0.00965134515623115
970,"foothills,rural,telephone,cooperative,corporation,inc.",2,12,0.16666666666666666,0.00965134515623115
284,"bluebird,network",0,12,0.0,0.00965134515623115
2751,"us,signal,company,l.l.c.",0,12,0.0,0.00965134515623115
706,"datacamp,limited",0,12,0.0,0.00965134515623115
197,"avast,software,s.r.o.",1,12,0.08333333333333333,0.00965134515623115
407,"cass,cable,tv,inc.",3,12,0.25,0.00965134515623115
2810,"visionary,communications,inc.",2,12,0.16666666666666666,0.00965134515623115
27,"adams,catv,inc",1,12,0.08333333333333333,0.00965134515623115
863,"enterprise,services,latin,america,corporation",0,12,0.0,0.00965134515623115
1806,nrtc,0,12,0.0,0.00965134515623115
1584,"millennium,telcom,llc",0,12,0.0,0.00965134515623115
1984,"premier,communications",0,12,0.0,0.00965134515623115
2769,"vanderbilt,university",1,12,0.08333333333333333,0.00965134515623115
1194,"iboss,inc",0,12,0.0,0.00965134515623115
2541,"tierpoint,llc",0,12,0.0,0.00965134515623115
632,continuum,1,12,0.08333333333333333,0.00965134515623115
2505,"the,municipal,communications,utility,of,the,city,of,cedar,falls,iowa",0,11,0.0,0.008847066393211887
1192,ibm,0,11,0.0,0.008847066393211887
243,"bek,communications,cooperative",0,11,0.0,0.008847066393211887
1425,"localtel,communications",0,11,0.0,0.008847066393211887
2947,"yadkin,valley,telephone",0,11,0.0,0.008847066393211887
2740,"unlimited,net,llc",0,11,0.0,0.008847066393211887
698,"dalton,utilities",1,11,0.09090909090909091,0.008847066393211887
1865,opticaltel,0,11,0.0,0.008847066393211887
1183,humana,0,11,0.0,0.008847066393211887
953,"florida,agricultural,and,mechanical,university",0,11,0.0,0.008847066393211887
1505,"mbo,video,llc",0,11,0.0,0.008847066393211887
294,"bolt,fiber,optic,services",0,11,0.0,0.008847066393211887
1653,"muscatine,power,and,water",3,11,0.2727272727272727,0.008847066393211887
2808,"vision,net,inc.",0,11,0.0,0.008847066393211887
2358,"stellar,association,llc",1,11,0.09090909090909091,0.008847066393211887
1135,"hickorytech,corporation",0,11,0.0,0.008847066393211887
1171,"houston,independent,school,district",0,11,0.0,0.008847066393211887
2250,"south,dakota,network",3,11,0.2727272727272727,0.008847066393211887
909,"fatbeam,llc",0,11,0.0,0.008847066393211887
371,"california,department,of,transportation",0,11,0.0,0.008847066393211887
883,"etex,communications,lp",3,11,0.2727272727272727,0.008847066393211887
2237,solarus,0,11,0.0,0.008847066393211887
219,"baraga,telephone,company",2,11,0.18181818181818182,0.008847066393211887
1286,"jackson,energy,authority",0,11,0.0,0.008847066393211887
772,"dp,communications,inc.",0,11,0.0,0.008847066393211887
543,"cleveland,clinic,foundation",0,11,0.0,0.008847066393211887
325,"broadview,networks,inc.",0,11,0.0,0.008847066393211887
636,"conway,corporation",0,11,0.0,0.008847066393211887
1079,"gwinnett,county,public,schools",0,11,0.0,0.008847066393211887
1241,"inoc,llc",0,11,0.0,0.008847066393211887
272,"bledsoe,telephone,cooperative,corporation",0,11,0.0,0.008847066393211887
2573,"trinity,information,services",0,11,0.0,0.008847066393211887
2495,"the,johns,hopkins,medical,institutions",0,11,0.0,0.008847066393211887
1222,"indiana,office,of,technology",1,11,0.09090909090909091,0.008847066393211887
1279,"itv,3",0,10,0.0,0.008042787630192625
2553,"towerstream,i,inc.",0,10,0.0,0.008042787630192625
1134,"hiawatha,broadband,communications,inc",0,10,0.0,0.008042787630192625
1945,"pilot,fiber,inc.",0,10,0.0,0.008042787630192625
2144,"santa,clara,county,office,of,education",2,10,0.2,0.008042787630192625
2729,"university,of,virginia",0,10,0.0,0.008042787630192625
2816,"volcano,internet,provider",1,10,0.1,0.008042787630192625
2626,"united,telephone,company",2,10,0.2,0.008042787630192625
379,"california,technology,agency",1,10,0.1,0.008042787630192625
1540,"metalink,technologies,inc.",1,10,0.1,0.008042787630192625
1311,"kamo,electric,cooperative,inc.",2,10,0.2,0.008042787630192625
2922,"wisper,isp,inc.",0,10,0.0,0.008042787630192625
1030,"georgia,technology,authority",0,10,0.0,0.008042787630192625
2228,"smith,bagley,inc",1,10,0.1,0.008042787630192625
2779,"velocity,network,inc.",0,10,0.0,0.008042787630192625
1343,"kings,county,office,of,education",1,10,0.1,0.008042787630192625
2285,"speedconnect,llc",0,10,0.0,0.008042787630192625
2555,"townes,telecommunications,services,corporation",0,10,0.0,0.008042787630192625
2788,"vermont,telephone,company,inc.",0,10,0.0,0.008042787630192625
1570,"mid,hudson,cablevision,inc.",0,10,0.0,0.008042787630192625
1313,"kansas,fiber,network,llc",0,10,0.0,0.008042787630192625
2789,"veroxity,technology,partners,inc.",0,10,0.0,0.008042787630192625
446,"charlotte,mecklenburg,schools",0,10,0.0,0.008042787630192625
1050,"government,of,the,district,of,columbia",0,10,0.0,0.008042787630192625
2722,"university,of,texas,system",0,10,0.0,0.008042787630192625
1882,"ovh,sas",0,10,0.0,0.008042787630192625
1870,"oracle,corporation",0,10,0.0,0.008042787630192625
2101,"rtc,communications,corp.",1,10,0.1,0.008042787630192625
2730,"university,of,washington",2,10,0.2,0.008042787630192625
2643,"university,of,california,,,office,of,the,president",0,10,0.0,0.008042787630192625
871,"erc,broadband",3,10,0.3,0.008042787630192625
1661,"national,aeronautics,and,space,administration",0,10,0.0,0.008042787630192625
322,"bristol,virginia,utilities",0,10,0.0,0.008042787630192625
1688,netnet,0,10,0.0,0.008042787630192625
1698,"network,innovations,inc.",0,10,0.0,0.008042787630192625
1585,"millington,catv,inc",0,10,0.0,0.008042787630192625
1791,"northrop,grumman,corp.",0,10,0.0,0.008042787630192625
46,aetna,0,9,0.0,0.007238508867173362
2511,"the,park,region,mutual,telephone,co",1,9,0.1111111111111111,0.007238508867173362
2293,springnet,0,9,0.0,0.007238508867173362
1233,"information,transport,solutions,inc.",2,9,0.2222222222222222,0.007238508867173362
1740,"nex,tech,wireless,llc",1,9,0.1111111111111111,0.007238508867173362
2750,"us,internet,corp",0,9,0.0,0.007238508867173362
2321,"state,of,arizona",0,9,0.0,0.007238508867173362
2461,"thacker,grigsby,communications",0,9,0.0,0.007238508867173362
2391,"swc,telesolutions,inc.",0,9,0.0,0.007238508867173362
1494,"masergy,communications",0,9,0.0,0.007238508867173362
1414,"limestone,networks,inc.",0,9,0.0,0.007238508867173362
1106,"harrisonville,telephone",0,9,0.0,0.007238508867173362
1749,"nj,oit",0,9,0.0,0.007238508867173362
1257,"intermountain,health,care",0,9,0.0,0.007238508867173362
770,"douglas,fastnet",0,9,0.0,0.007238508867173362
318,"bright,net,of,indiana",0,9,0.0,0.007238508867173362
1329,"kentucky,department,of,education",0,9,0.0,0.007238508867173362
78,"all,west,communications,inc.",0,9,0.0,0.007238508867173362
2697,"university,of,new,mexico",0,9,0.0,0.007238508867173362
1289,"jaguar,communications",1,9,0.1111111111111111,0.007238508867173362
1158,"horizon,telcom,inc.",0,9,0.0,0.007238508867173362
2639,"university,of,arizona",3,9,0.3333333333333333,0.007238508867173362
1874,"orange,county,public,schools",1,9,0.1111111111111111,0.007238508867173362
960,"florida,information,resource,network",1,9,0.1111111111111111,0.007238508867173362
2232,"societe,internationale,de,telecommunications,aeronautiques,s.c.r.l.",0,9,0.0,0.007238508867173362
2115,"safelink,internet",0,9,0.0,0.007238508867173362
411,"cato,networks,inc",0,9,0.0,0.007238508867173362
2970,"zscaler,inc.",1,9,0.1111111111111111,0.007238508867173362
75,"alentus,corporation",2,9,0.2222222222222222,0.007238508867173362
